Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,08/07/2024,970 x 250,302,1,"2,68 ","1,608","R$8,89 ","69,54%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,09/07/2024,970 x 250,463,1,"4,12 ","2,472","R$8,89 ","67,39%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,10/07/2024,970 x 250,366,1,"3,25 ","1,95","R$8,89 ","66,67%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,11/07/2024,970 x 250,365,3,"3,24 ","1,944","R$8,89 ","63,56%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,12/07/2024,970 x 250,287,1,"2,55 ","1,53","R$8,89 ","57,84%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,13/07/2024,970 x 250,117,0,"1,04 ","0,624","R$8,89 ","64,10%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,14/07/2024,970 x 250,135,0,"1,20 ","0,72","R$8,89 ","54,81%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,15/07/2024,970 x 250,865,1,"7,69 ","4,614","R$8,89 ","23,35%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,16/07/2024,970 x 250,2397,0,"21,31 ","12,786","R$8,89 ","5,84%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,17/07/2024,970 x 250,220,1,"1,96 ","1,176","R$8,89 ","68,18%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,18/07/2024,970 x 250,285,1,"2,53 ","1,518","R$8,89 ","61,75%"
( Venda Direta SJCC)  UNIVERSIDADE CATOLICA DE PERNAMBUCO,Portal NE10,19/07/2024,970 x 250,303,1,"2,69 ","1,614","R$8,89 ","63,04%"
