Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,111,0,"R$0,19 ","0,114","R$1,73 ","60,36%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,232,0,"R$0,18 ","0,108","R$0,78 ","99,14%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,1734,0,"R$7,28 ","4,368","R$4,20 ","64,37%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,2496,8,"R$2,69 ","1,614","R$1,08 ","90,34%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,822,2,"R$1,14 ","0,684","R$1,38 ","83,90%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,51,0,"R$0,17 ","0,102","R$3,41 ","72,55%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,39,0,"R$0,03 ","0,018","R$0,76 ","71,05%"
Áudio (0x0),Interior,27/02/2024,0 x 0,83,0,"R$0,44 ","0,264","R$5,35 ","79,52%"
Áudio (0x0),Interior,27/02/2024,0 x 0,328,1,"R$0,94 ","0,564","R$2,85 ","96,95%"
Áudio (0x0),Interior,27/02/2024,0 x 0,101,0,"R$0,07 ","0,042","R$0,72 ","82,83%"
Áudio (0x0),Interior,27/02/2024,0 x 0,2,0,"R$0,01 ","0,006","R$3,73 ","100,00%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,2,0,"R$0,01 ","0,006","R$3,24 ","0,00%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,10211,5,"R$33,45 ","20,07","R$3,28 ","66,70%"
Áudio (0x0),Jamildo,27/02/2024,0 x 0,2519,0,"R$9,15 ","5,49","R$3,63 ","59,51%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,2,0,"R$0,00 ","0,0","R$2,38 ","0,00%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,17482,17,"R$20,57 ","12,342","R$1,18 ","96,62%"
Áudio (0x0),Jamildo,27/02/2024,0 x 0,1564,0,"R$5,08 ","3,048","R$3,25 ","68,54%"
Áudio (0x0),Jamildo,27/02/2024,0 x 0,5810,9,"R$7,42 ","4,452","R$1,28 ","97,30%"
Áudio (0x0),Jamildo,27/02/2024,0 x 0,1804,12,"R$4,54 ","2,724","R$2,52 ","85,63%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,3,0,"R$0,00 ","0,0","R$0,07 ","66,67%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,2,0,"R$0,01 ","0,006","R$4,11 ","100,00%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,11,0,"R$0,06 ","0,036","R$5,80 ","63,64%"
Áudio (0x0),Social 1,27/02/2024,0 x 0,43098,10,"R$104,12 ","62,472","R$2,42 ","58,18%"
Áudio (0x0),Social 1,27/02/2024,0 x 0,46,0,"R$0,06 ","0,036","R$1,40 ","0,00%"
Áudio (0x0),Social 1,27/02/2024,0 x 0,7407,12,"R$12,21 ","7,326","R$1,65 ","97,19%"
Áudio (0x0),Social 1,27/02/2024,0 x 0,2252,24,"R$5,45 ","3,27","R$2,42 ","90,54%"
Áudio (0x0),Blog do Torcedor,27/02/2024,0 x 0,263,1,"R$0,93 ","0,558","R$3,55 ","61,60%"
Áudio (0x0),Blog do Torcedor,27/02/2024,0 x 0,6,0,"R$0,00 ","0,0","R$0,83 ","0,00%"
Áudio (0x0),Blog do Torcedor,27/02/2024,0 x 0,864,7,"R$1,36 ","0,816","R$1,57 ","93,40%"
Áudio (0x0),Blog do Torcedor,27/02/2024,0 x 0,29,0,"R$0,20 ","0,12","R$6,93 ","84,00%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,3,0,"R$0,00 ","0,0","R$1,34 ","100,00%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,3841,20,"R$8,00 ","4,8","R$2,08 ","89,77%"
Áudio (0x0),JC Online,27/02/2024,0 x 0,196,0,"R$0,42 ","0,252","R$2,16 ","55,61%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,184,0,"R$0,51 ","0,306","R$2,75 ","71,74%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,537,0,"R$0,53 ","0,318","R$0,99 ","97,02%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,88,1,"R$0,09 ","0,054","R$0,97 ","88,64%"
Áudio (0x0),Portal NE10,27/02/2024,0 x 0,3,0,"R$0,00 ","0,0","R$1,43 ","33,33%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,475,0,"R$0,92 ","0,552","R$1,93 ","62,32%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,64 ","0,00%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,390,1,"R$0,37 ","0,222","R$0,96 ","96,67%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,1,0,"R$0,02 ","0,012","R$19,71 ","100,00%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,5,0,"R$0,03 ","0,018","R$6,77 ","100,00%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,69,1,"R$0,03 ","0,018","R$0,47 ","95,59%"
Áudio (0x0),Rádio Jornal,27/02/2024,0 x 0,4,0,"R$0,01 ","0,006","R$2,14 ","50,00%"
Áudio (0x0),TV Jornal,27/02/2024,0 x 0,338,0,"R$1,64 ","0,984","R$4,85 ","71,04%"
Áudio (0x0),TV Jornal,27/02/2024,0 x 0,4,0,"R$0,00 ","0,0","R$1,15 ","0,00%"
Áudio (0x0),TV Jornal,27/02/2024,0 x 0,1457,4,"R$2,44 ","1,464","R$1,67 ","98,70%"
Áudio (0x0),TV Jornal,27/02/2024,0 x 0,539,0,"R$0,85 ","0,51","R$1,58 ","92,58%"
Áudio (0x0),TV Jornal,27/02/2024,0 x 0,59,0,"R$0,21 ","0,126","R$3,54 ","75,93%"
Áudio (0x0),Interior,27/02/2024,0 x 0,1,0,"R$0,00 ","0,0","R$3,05 ","0,00%"
Áudio (0x0),TV Jornal,27/02/2024,0 x 0,34,0,"R$0,17 ","0,102","R$4,94 ","70,37%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,27/02/2024,480 x 360v,5,0,"R$0,13 ","0,078","R$25,20 ","60,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,27/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,27/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","R$25,20 ","100,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,27/02/2024,640 x 480v,50,1,"R$1,26 ","0,756","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,27/02/2024,640 x 480v,25,1,"R$0,63 ","0,378","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Interior,27/02/2024,640 x 480v,1,0,"R$0,03 ","0,018","R$25,20 ","0,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,Jamildo,27/02/2024,480 x 360v,31,0,"R$0,78 ","0,468","R$25,20 ","93,33%"
AGCLUB7 INTERACTIVE B.V/0000-00,Social 1,27/02/2024,480 x 360v,59,1,"R$1,49 ","0,894","R$25,20 ","85,00%"
AGCLUB7 INTERACTIVE B.V/0000-00,JC Online,27/02/2024,480 x 360v,47,0,"R$1,18 ","0,708","R$25,20 ","91,11%"
AGCLUB7 INTERACTIVE B.V/0000-00,Portal NE10,27/02/2024,480 x 360v,1,0,"R$0,03 ","0,018","R$25,20 ","100,00%"
Amazon,Interior,27/02/2024,1 x 1,6,0,"R$0,05 ","0,03","R$9,13 ","66,67%"
Amazon,Jamildo,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$2,79 ","100,00%"
Amazon,Social 1,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$2,80 ","0,00%"
Amazon,Social 1,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$3,26 ","100,00%"
Amazon,JC Online,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$3,36 ","100,00%"
Amazon,Rádio Jornal,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$3,98 ","100,00%"
Amazon,TV Jornal,27/02/2024,1 x 1,4,0,"R$0,03 ","0,018","R$6,61 ","50,00%"
AppNexus,Portal NE10,27/02/2024,1 x 1,21,0,"R$0,05 ","0,03","R$2,28 ","33,33%"
AppNexus,Portal NE10,27/02/2024,Nativo,18,0,"R$0,03 ","0,018","R$1,78 ","16,67%"
AppNexus,Portal NE10,27/02/2024,1 x 1,70,0,"R$0,10 ","0,06","R$1,46 ","82,86%"
AppNexus,Portal NE10,27/02/2024,Nativo,2,0,"R$0,00 ","0,0","R$2,49 ","0,00%"
AppNexus,Portal NE10,27/02/2024,1 x 1,126,0,"R$0,24 ","0,144","R$1,91 ","32,54%"
AppNexus,Portal NE10,27/02/2024,1 x 1,324,0,"R$0,60 ","0,36","R$1,87 ","88,27%"
AppNexus,Portal NE10,27/02/2024,480 x 360v,476,2,"R$1,17 ","0,702","R$2,52 ","80,51%"
AppNexus,Portal NE10,27/02/2024,1 x 1,21,0,"R$0,03 ","0,018","R$1,46 ","66,67%"
AppNexus,Portal NE10,27/02/2024,480 x 360v,30,0,"R$0,04 ","0,024","R$1,48 ","86,21%"
AppNexus,Interior,27/02/2024,1 x 1,8,0,"R$0,04 ","0,024","R$4,51 ","100,00%"
AppNexus,Interior,27/02/2024,1 x 1,18,0,"R$0,07 ","0,042","R$3,89 ","61,11%"
AppNexus,Interior,27/02/2024,480 x 360v,94,1,"R$0,10 ","0,06","R$1,14 ","91,49%"
AppNexus,Interior,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$1,64 ","100,00%"
AppNexus,JC Online,27/02/2024,1 x 1,5821,0,"R$23,05 ","13,83","R$3,96 ","55,89%"
AppNexus,JC Online,27/02/2024,Nativo,19,0,"R$0,02 ","0,012","R$1,07 ","10,53%"
AppNexus,Jamildo,27/02/2024,1 x 1,2162,0,"R$7,14 ","4,284","R$3,30 ","50,83%"
AppNexus,JC Online,27/02/2024,1 x 1,4985,0,"R$7,65 ","4,59","R$1,53 ","86,44%"
AppNexus,Jamildo,27/02/2024,1 x 1,1821,0,"R$2,66 ","1,596","R$1,46 ","80,40%"
AppNexus,Jamildo,27/02/2024,1 x 1,151,0,"R$0,26 ","0,156","R$1,74 ","45,03%"
AppNexus,Jamildo,27/02/2024,480 x 360v,1374,7,"R$1,67 ","1,002","R$1,28 ","84,90%"
AppNexus,Portal NE10,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$0,90 ","100,00%"
AppNexus,JC Online,27/02/2024,480 x 360v,1,0,"R$0,00 ","0,0","R$0,90 ","100,00%"
AppNexus,Portal NE10,27/02/2024,1 x 1,27,0,"R$0,05 ","0,03","R$1,84 ","55,56%"
AppNexus,Social 1,27/02/2024,1 x 1,13466,0,"R$45,27 ","27,162","R$3,36 ","47,96%"
AppNexus,Social 1,27/02/2024,Nativo,12,0,"R$0,03 ","0,018","R$2,12 ","75,00%"
AppNexus,Social 1,27/02/2024,1 x 1,1230,0,"R$2,23 ","1,338","R$1,81 ","83,98%"
AppNexus,Social 1,27/02/2024,480 x 360v,3696,28,"R$6,53 ","3,918","R$1,83 ","82,42%"
AppNexus,Blog do Torcedor,27/02/2024,1 x 1,108,0,"R$0,37 ","0,222","R$3,45 ","58,33%"
AppNexus,Blog do Torcedor,27/02/2024,1 x 1,241,0,"R$0,50 ","0,3","R$2,09 ","85,06%"
AppNexus,Blog do Torcedor,27/02/2024,480 x 360v,46,0,"R$0,00 ","0,0","R$0,33 ","82,61%"
AppNexus,Blog do Torcedor,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$3,85 ","100,00%"
AppNexus,JC Online,27/02/2024,480 x 360v,2883,9,"R$2,95 ","1,77","R$1,08 ","86,67%"
AppNexus,JC Online,27/02/2024,1 x 1,310,0,"R$0,53 ","0,318","R$1,72 ","53,55%"
AppNexus,JC Classico,27/02/2024,1 x 1,1,0,"R$0,01 ","0,006","R$8,87 ","0,00%"
AppNexus,JC Online,27/02/2024,1 x 1,1,0,"R$0,00 ","0,0","R$1,20 ","100,00%"
AppNexus,Portal NE10,27/02/2024,1 x 1,23,0,"R$0,12 ","0,072","R$5,12 ","65,22%"
AppNexus,Portal NE10,27/02/2024,Nativo,2,0,"R$0,00 ","0,0","R$1,05 ","50,00%"
AppNexus,Portal NE10,27/02/2024,1 x 1,61,0,"R$0,08 ","0,048","R$1,26 ","80,33%"
AppNexus,Portal NE10,27/02/2024,480 x 360v,37,0,"R$0,03 ","0,018","R$0,79 ","89,19%"
AppNexus,Portal NE10,27/02/2024,1 x 1,2,0,"R$0,00 ","0,0","R$0,40 ","100,00%"
AppNexus,Rádio Jornal,27/02/2024,1 x 1,232,0,"R$0,71 ","0,426","R$3,04 ","54,31%"
AppNexus,Rádio Jornal,27/02/2024,Nativo,3,0,"R$0,00 ","0,0","R$0,65 ","0,00%"
AppNexus,Rádio Jornal,27/02/2024,1 x 1,109,0,"R$0,13 ","0,078","R$1,23 ","83,49%"
AppNexus,Rádio Jornal,27/02/2024,480 x 360v,18,0,"R$0,03 ","0,018","R$1,68 ","82,35%"
AppNexus,Rádio Jornal,27/02/2024,1 x 1,3,0,"R$0,00 ","0,0","R$0,23 ","33,33%"
AppNexus,TV Jornal,27/02/2024,1 x 1,69,0,"R$0,36 ","0,216","R$5,17 ","59,42%"
AppNexus,TV Jornal,27/02/2024,1 x 1,156,0,"R$0,34 ","0,204","R$2,17 ","83,97%"
AppNexus,TV Jornal,27/02/2024,1 x 1,3,0,"R$0,02 ","0,012","R$6,44 ","66,67%"
AppNexus,TV Jornal,27/02/2024,480 x 360v,154,2,"R$0,09 ","0,054","R$0,80 ","89,47%"
BANCO DO NORDESTE,Portal NE10,27/02/2024,300 x 250,10,0,"R$0,00 ","0,0","R$0,00 ","50,00%"
BANCO DO NORDESTE,Portal NE10,27/02/2024,300 x 250,4368,0,"R$0,00 ","0,0","R$0,00 ","59,29%"
BANCO DO NORDESTE,Portal NE10,27/02/2024,300 x 250,1335,0,"R$0,00 ","0,0","R$0,00 ","49,44%"
BANCO DO NORDESTE,Interior,27/02/2024,300 x 250,1946,0,"R$0,00 ","0,0","R$0,00 ","46,83%"
BANCO DO NORDESTE,Interior,27/02/2024,300 x 250,56,0,"R$0,00 ","0,0","R$0,00 ","78,57%"
