Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,300 x 250,185,0,"1,74 ","1,044","R$9,40 ","64,32%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,320 x 50,82,1,"0,77 ","0,462","R$9,40 ","90,24%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,728 x 90,30,0,"0,28 ","0,168","R$9,40 ","80,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,02/05/2024,970 x 250,30,0,"0,28 ","0,168","R$9,40 ","70,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,06/05/2024,300 x 250,7,0,"0,07 ","0,042","R$9,40 ","71,43%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/05/2024,300 x 250,3705,0,"34,83 ","20,898","R$9,40 ","70,15%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/05/2024,320 x 50,816,0,"7,67 ","4,602","R$9,40 ","89,05%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/05/2024,728 x 90,74,0,"0,70 ","0,42","R$9,40 ","81,08%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,07/05/2024,970 x 250,212,0,"1,99 ","1,194","R$9,40 ","96,23%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/05/2024,300 x 250,6304,0,"59,26 ","35,556","R$9,40 ","66,53%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/05/2024,320 x 50,3666,0,"34,46 ","20,676","R$9,40 ","91,81%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/05/2024,728 x 90,284,0,"2,67 ","1,602","R$9,40 ","73,24%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,08/05/2024,970 x 250,449,0,"4,22 ","2,532","R$9,40 ","74,16%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/05/2024,300 x 250,3899,0,"36,65 ","21,99","R$9,40 ","62,37%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/05/2024,320 x 50,2775,0,"26,09 ","15,654","R$9,40 ","84,01%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/05/2024,728 x 90,196,0,"1,84 ","1,104","R$9,40 ","77,55%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,09/05/2024,970 x 250,358,0,"3,37 ","2,022","R$9,40 ","82,68%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/05/2024,300 x 250,3166,0,"29,76 ","17,856","R$9,40 ","67,20%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/05/2024,320 x 50,1230,0,"11,56 ","6,936","R$9,40 ","90,89%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/05/2024,728 x 90,201,0,"1,89 ","1,134","R$9,40 ","70,15%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,10/05/2024,970 x 250,268,0,"2,52 ","1,512","R$9,40 ","79,85%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/05/2024,300 x 250,3869,0,"36,37 ","21,822","R$9,40 ","66,45%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/05/2024,320 x 50,1088,0,"10,23 ","6,138","R$9,40 ","83,29%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/05/2024,728 x 90,122,0,"1,15 ","0,69","R$9,40 ","93,44%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,11/05/2024,970 x 250,229,0,"2,15 ","1,29","R$9,40 ","90,83%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,12/05/2024,300 x 250,12982,0,"122,03 ","73,218","R$9,40 ","50,01%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,12/05/2024,320 x 50,9569,0,"89,95 ","53,97","R$9,40 ","78,86%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,12/05/2024,728 x 90,122,0,"1,15 ","0,69","R$9,40 ","72,95%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,12/05/2024,970 x 250,186,0,"1,75 ","1,05","R$9,40 ","77,96%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,13/05/2024,300 x 250,1220,0,"11,47 ","6,882","R$9,40 ","63,27%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,13/05/2024,320 x 50,591,0,"5,56 ","3,336","R$9,40 ","91,69%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,13/05/2024,728 x 90,100,0,"0,94 ","0,564","R$9,40 ","90,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,13/05/2024,970 x 250,130,0,"1,22 ","0,732","R$9,40 ","86,92%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,14/05/2024,300 x 250,9501,0,"89,31 ","53,586","R$9,40 ","62,72%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,14/05/2024,320 x 50,6000,0,"56,40 ","33,84","R$9,40 ","96,25%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,14/05/2024,728 x 90,417,0,"3,92 ","2,352","R$9,40 ","64,75%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,14/05/2024,970 x 250,592,0,"5,56 ","3,336","R$9,40 ","70,95%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,15/05/2024,300 x 250,8076,2,"75,91 ","45,546","R$9,40 ","44,39%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,15/05/2024,320 x 50,9668,0,"90,88 ","54,528","R$9,40 ","97,43%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,15/05/2024,728 x 90,27,0,"0,25 ","0,15","R$9,40 ","122,22%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,15/05/2024,970 x 250,45,0,"0,42 ","0,252","R$9,40 ","120,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,16/05/2024,300 x 250,773,1,"7,27 ","4,362","R$9,40 ","37,45%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,16/05/2024,320 x 50,491,0,"4,62 ","2,772","R$9,40 ","91,41%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,16/05/2024,970 x 250,2,0,"0,02 ","0,012","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,17/05/2024,300 x 250,1103,2,"10,37 ","6,222","R$9,40 ","63,52%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,17/05/2024,320 x 50,568,0,"5,34 ","3,204","R$9,40 ","87,72%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,17/05/2024,970 x 250,1,0,"0,01 ","0,006","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,18/05/2024,300 x 250,39,0,"0,37 ","0,222","R$9,40 ","56,41%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,18/05/2024,320 x 50,49,0,"0,46 ","0,276","R$9,40 ","95,92%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,19/05/2024,300 x 250,357,0,"3,36 ","2,016","R$9,40 ","71,15%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,19/05/2024,320 x 50,82,0,"0,77 ","0,462","R$9,40 ","74,39%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,20/05/2024,300 x 250,1955,3,"18,38 ","11,028","R$9,40 ","63,32%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,20/05/2024,320 x 50,155,0,"1,46 ","0,876","R$9,40 ","76,47%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,20/05/2024,970 x 250,2,0,"0,02 ","0,012","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,21/05/2024,300 x 250,564,0,"5,30 ","3,18","R$9,40 ","59,04%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,21/05/2024,320 x 50,178,0,"1,67 ","1,002","R$9,40 ","84,27%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,22/05/2024,300 x 250,520,2,"4,89 ","2,934","R$9,40 ","59,42%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,22/05/2024,320 x 50,209,0,"1,96 ","1,176","R$9,40 ","83,73%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,22/05/2024,970 x 250,3,0,"0,03 ","0,018","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,23/05/2024,300 x 250,13,0,"0,12 ","0,072","R$9,40 ","38,46%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,23/05/2024,320 x 50,17,0,"0,16 ","0,096","R$9,40 ","94,12%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,24/05/2024,300 x 250,8,0,"0,08 ","0,048","R$9,40 ","37,50%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,24/05/2024,320 x 50,5,0,"0,05 ","0,03","R$9,40 ","60,00%"
