Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
Não Identificado,Portal NE10,01/03/2024,0 x 0,150,0,"R$0,26 ","0,156","R$1,75 ","60,40%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,66,0,"R$0,08 ","0,048","R$1,24 ","66,67%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,132,0,"R$0,21 ","0,126","R$1,56 ","55,73%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,138,0,"R$0,24 ","0,144","R$1,75 ","59,71%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,128,0,"R$0,18 ","0,108","R$1,37 ","70,31%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,158,0,"R$0,25 ","0,15","R$1,58 ","66,46%"
Não Identificado,Portal NE10,07/03/2024,0 x 0,166,0,"R$0,35 ","0,21","R$2,13 ","68,48%"
Não Identificado,Portal NE10,08/03/2024,0 x 0,103,0,"R$0,29 ","0,174","R$2,79 ","60,19%"
Não Identificado,Portal NE10,09/03/2024,0 x 0,52,0,"R$0,27 ","0,162","R$5,20 ","67,31%"
Não Identificado,Portal NE10,10/03/2024,0 x 0,46,0,"R$0,21 ","0,126","R$4,61 ","52,17%"
Não Identificado,Portal NE10,11/03/2024,0 x 0,84,0,"R$0,17 ","0,102","R$2,07 ","58,33%"
Não Identificado,Portal NE10,11/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,10 ","0,00%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,450,0,"R$0,40 ","0,24","R$0,88 ","96,67%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,232,0,"R$0,27 ","0,162","R$1,15 ","98,28%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,237,0,"R$0,13 ","0,078","R$0,56 ","95,36%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,295,0,"R$0,28 ","0,168","R$0,96 ","95,93%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,214,0,"R$0,16 ","0,096","R$0,74 ","99,07%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,260,0,"R$0,20 ","0,12","R$0,78 ","98,46%"
Não Identificado,Portal NE10,07/03/2024,0 x 0,181,0,"R$0,13 ","0,078","R$0,70 ","98,34%"
Não Identificado,Portal NE10,08/03/2024,0 x 0,231,0,"R$0,16 ","0,096","R$0,71 ","80,95%"
Não Identificado,Portal NE10,09/03/2024,0 x 0,120,0,"R$0,09 ","0,054","R$0,73 ","99,17%"
Não Identificado,Portal NE10,10/03/2024,0 x 0,101,0,"R$0,08 ","0,048","R$0,77 ","97,03%"
Não Identificado,Portal NE10,11/03/2024,0 x 0,254,1,"R$0,20 ","0,12","R$0,79 ","96,85%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,33 ","100,00%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,1,0,"R$0,00 ","0,0","R$0,52 ","100,00%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,67 ","0,00%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$0,66 ","100,00%"
Não Identificado,Portal NE10,07/03/2024,0 x 0,1,0,"R$0,01 ","0,006","R$9,92 ","100,00%"
Não Identificado,Portal NE10,08/03/2024,0 x 0,2,0,"R$0,00 ","0,0","R$1,41 ","0,00%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,1487,0,"R$5,14 ","3,084","R$3,45 ","66,53%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,836,0,"R$3,21 ","1,926","R$3,84 ","56,68%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,857,0,"R$3,46 ","2,076","R$4,03 ","66,16%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,1778,0,"R$6,61 ","3,966","R$3,72 ","68,71%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,1944,0,"R$6,55 ","3,93","R$3,37 ","70,30%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,1014,1,"R$2,94 ","1,764","R$2,90 ","68,11%"
Não Identificado,Portal NE10,07/03/2024,0 x 0,2027,0,"R$6,67 ","4,002","R$3,29 ","63,99%"
Não Identificado,Portal NE10,08/03/2024,0 x 0,1685,0,"R$8,71 ","5,226","R$5,17 ","68,01%"
Não Identificado,Portal NE10,09/03/2024,0 x 0,672,0,"R$3,70 ","2,22","R$5,51 ","69,49%"
Não Identificado,Portal NE10,10/03/2024,0 x 0,654,0,"R$4,30 ","2,58","R$6,58 ","67,94%"
Não Identificado,Portal NE10,11/03/2024,0 x 0,1582,1,"R$7,54 ","4,524","R$4,77 ","67,13%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,1652,8,"R$1,94 ","1,164","R$1,17 ","97,09%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,584,2,"R$0,82 ","0,492","R$1,40 ","96,58%"
Não Identificado,Portal NE10,03/03/2024,0 x 0,561,1,"R$0,76 ","0,456","R$1,36 ","96,08%"
Não Identificado,Portal NE10,04/03/2024,0 x 0,2117,4,"R$2,56 ","1,536","R$1,21 ","96,08%"
Não Identificado,Portal NE10,05/03/2024,0 x 0,2683,2,"R$2,77 ","1,662","R$1,03 ","97,65%"
Não Identificado,Portal NE10,06/03/2024,0 x 0,797,0,"R$1,37 ","0,822","R$1,71 ","95,23%"
Não Identificado,Portal NE10,07/03/2024,0 x 0,2168,9,"R$2,87 ","1,722","R$1,32 ","91,33%"
Não Identificado,Portal NE10,08/03/2024,0 x 0,2321,10,"R$3,29 ","1,974","R$1,42 ","93,62%"
Não Identificado,Portal NE10,09/03/2024,0 x 0,689,1,"R$1,38 ","0,828","R$2,01 ","96,37%"
Não Identificado,Portal NE10,10/03/2024,0 x 0,574,1,"R$1,31 ","0,786","R$2,28 ","95,30%"
Não Identificado,Portal NE10,11/03/2024,0 x 0,2523,5,"R$3,32 ","1,992","R$1,32 ","93,42%"
Não Identificado,Portal NE10,01/03/2024,0 x 0,19,2,"R$0,18 ","0,108","R$9,47 ","100,00%"
Não Identificado,Portal NE10,02/03/2024,0 x 0,23,2,"R$0,04 ","0,024","R$1,70 ","86,96%"
