Anunciante,Bloco de anúncios,Data,Mês,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,300 x 250,1519,9,"R$14,28 ","8,568","R$9,40 ","60,42%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,320 x 50,2722,15,"R$25,59 ","15,354","R$9,40 ","60,11%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,320 x 50,352,0,"R$3,31 ","1,986","R$9,40 ","88,35%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,728 x 90,1065,0,"R$10,01 ","6,006","R$9,40 ","93,43%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,300 x 250,15,0,"R$0,14 ","0,084","R$9,40 ","66,67%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,320 x 50,3,1,"R$0,03 ","0,018","R$9,40 ","66,67%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,320 x 50,7,0,"R$0,07 ","0,042","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,03/04/2024,4,728 x 90,1,0,"R$0,01 ","0,006","R$9,40 ","300,00%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/04/2024,4,300 x 250,2184,2,"R$20,53 ","12,318","R$9,40 ","69,37%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/04/2024,4,320 x 50,1231,2,"R$11,57 ","6,942","R$9,40 ","82,94%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/04/2024,4,320 x 50,138,0,"R$1,30 ","0,78","R$9,40 ","97,83%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/04/2024,4,728 x 90,70,0,"R$0,66 ","0,396","R$9,40 ","97,14%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/04/2024,4,320 x 50,1,0,"R$0,01 ","0,006","R$9,40 ","0,00%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,03/04/2024,4,320 x 50,139,3,"R$1,31 ","0,786","R$9,40 ","101,44%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,300 x 250,73,0,"R$0,27 ","0,162","R$3,74 ","78,08%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,320 x 50,78,0,"R$0,29 ","0,174","R$3,74 ","82,05%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,320 x 50,2104,3,"R$7,87 ","4,722","R$3,74 ","95,34%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,300 x 250,159,0,"R$0,59 ","0,354","R$3,74 ","27,67%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,03/04/2024,4,300 x 250,1776,4,"R$6,64 ","3,984","R$3,74 ","65,18%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,03/04/2024,4,320 x 50,2546,1,"R$9,52 ","5,712","R$3,74 ","80,54%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,03/04/2024,4,320 x 50,262,0,"R$0,98 ","0,588","R$3,74 ","96,56%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,03/04/2024,4,300 x 250,9,0,"R$0,03 ","0,018","R$3,74 ","66,67%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,300 x 250,1186,0,"R$4,44 ","2,664","R$3,74 ","61,51%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,320 x 50,758,1,"R$2,83 ","1,698","R$3,74 ","81,85%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,03/04/2024,4,320 x 50,36,0,"R$0,13 ","0,078","R$3,74 ","97,22%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,03/04/2024,4,300 x 250,8,0,"R$0,13 ","0,078","R$16,66 ","100,00%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,03/04/2024,4,728 x 90,6,0,"R$0,10 ","0,06","R$16,66 ","100,00%"
