Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,300 x 250,2032,2,"R$19,10 ","11,46","R$9,40 ","53,60%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,320 x 50,1479,3,"R$13,90 ","8,34","R$9,40 ","65,40%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,320 x 50,3205,8,"R$30,13 ","18,078","R$9,40 ","88,64%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,728 x 90,778,0,"R$7,31 ","4,386","R$9,40 ","101,54%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,300 x 250,193,1,"R$1,81 ","1,086","R$9,40 ","58,55%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),Interior,01/04/2024,320 x 50,5,0,"R$0,05 ","0,03","R$9,40 ","40,00%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/04/2024,300 x 250,2591,7,"R$24,36 ","14,616","R$9,40 ","64,32%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/04/2024,320 x 50,1120,1,"R$10,53 ","6,318","R$9,40 ","80,84%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/04/2024,320 x 50,346,0,"R$3,25 ","1,95","R$9,40 ","96,82%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/04/2024,728 x 90,193,0,"R$1,81 ","1,086","R$9,40 ","95,85%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/04/2024,320 x 50,1,0,"R$0,01 ","0,006","R$9,40 ","100,00%"
( Projeto SJCC ) - (SBT Nordeste - Copa do Nordeste),TV Jornal,01/04/2024,320 x 50,164,0,"R$1,54 ","0,924","R$9,40 ","100,61%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,300 x 250,596,0,"R$2,23 ","1,338","R$3,74 ","61,58%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,320 x 50,388,0,"R$1,45 ","0,87","R$3,74 ","74,74%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,320 x 50,1469,1,"R$5,49 ","3,294","R$3,74 ","95,30%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,300 x 250,350,0,"R$1,31 ","0,786","R$3,74 ","50,57%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,01/04/2024,300 x 250,1702,4,"R$6,37 ","3,822","R$3,74 ","58,65%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,01/04/2024,320 x 50,1564,3,"R$5,85 ","3,51","R$3,74 ","87,55%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,01/04/2024,320 x 50,1653,2,"R$6,18 ","3,708","R$3,74 ","97,46%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),JC Online,01/04/2024,300 x 250,265,0,"R$0,99 ","0,594","R$3,74 ","60,00%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,300 x 250,1351,5,"R$5,05 ","3,03","R$3,74 ","65,53%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,320 x 50,893,1,"R$3,34 ","2,004","R$3,74 ","82,51%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,320 x 50,109,0,"R$0,41 ","0,246","R$3,74 ","98,17%"
( Projeto SJCC) -  (Marketing Recife Copa do Nordeste),Portal NE10,01/04/2024,300 x 250,1,0,"R$0,00 ","0,0","R$3,74 ","100,00%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,300 x 250,65,0,"R$1,08 ","0,648","R$16,66 ","78,46%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,320 x 50,55,0,"R$0,92 ","0,552","R$16,66 ","85,45%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,320 x 50,88,1,"R$1,47 ","0,882","R$16,66 ","95,45%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,728 x 90,3,0,"R$0,05 ","0,03","R$16,66 ","100,00%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,300 x 250,46,0,"R$0,77 ","0,462","R$16,66 ","63,04%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,300 x 250,3031,5,"R$50,50 ","30,3","R$16,66 ","68,68%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,320 x 50,1916,3,"R$31,92 ","19,152","R$16,66 ","82,43%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,728 x 90,32,0,"R$0,53 ","0,318","R$16,66 ","15,63%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,970 x 250,43,0,"R$0,72 ","0,432","R$16,66 ","9,30%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,320 x 50,1778,2,"R$29,62 ","17,772","R$16,66 ","96,74%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,728 x 90,490,1,"R$8,16 ","4,896","R$16,66 ","92,65%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,JC Online,01/04/2024,300 x 250,159,0,"R$2,65 ","1,59","R$16,66 ","68,55%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,300 x 250,57,0,"R$0,95 ","0,57","R$16,66 ","77,19%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,320 x 50,27,0,"R$0,45 ","0,27","R$16,66 ","88,89%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,320 x 50,36,0,"R$0,60 ","0,36","R$16,66 ","100,00%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Portal NE10,01/04/2024,728 x 90,1,0,"R$0,02 ","0,012","R$16,66 ","100,00%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Rádio Jornal,01/04/2024,300 x 250,2073,1,"R$34,54 ","20,724","R$16,66 ","64,41%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Rádio Jornal,01/04/2024,320 x 50,3072,0,"R$51,18 ","30,708","R$16,66 ","95,93%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Rádio Jornal,01/04/2024,728 x 90,5,0,"R$0,08 ","0,048","R$16,66 ","40,00%"
( Venda Direta SJCC ) LUNI PRODUÇÕES,Rádio Jornal,01/04/2024,970 x 250,1,0,"R$0,02 ","0,012","R$16,66 ","100,00%"
