Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766),8/1/2024,300 x 250,4599761447,",10869286,11238766,",63,1,"R$0,00 ","R$0,00 ","58,73%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766),8/1/2024,300 x 600,4599761447,",10869286,11238766,",5,0,"R$0,00 ","R$0,00 ","40,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766),8/1/2024,970 x 250,4599761447,",10869286,11238766,",36,1,"R$0,00 ","R$0,00 ","86,11%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),8/1/2024,300 x 250,4599761447,",10869286,11238766,21737767482,",379,0,"R$0,00 ","R$0,00 ","57,52%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),8/1/2024,970 x 250,4599761447,",10869286,11238766,21737767482,",41,0,"R$0,00 ","R$0,00 ","75,61%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),8/1/2024,300 x 250,4599761447,",10869286,11238766,21737767482,21823750911,22691595915,",35,0,"R$0,00 ","R$0,00 ","62,86%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),8/1/2024,300 x 250,4599761447,",10869286,11238766,21268726,",523,0,"R$0,00 ","R$0,00 ","68,64%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),8/1/2024,300 x 600,4599761447,",10869286,11238766,21268726,",17,0,"R$0,00 ","R$0,00 ","88,24%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),8/1/2024,970 x 250,4599761447,",10869286,11238766,21268726,",44,0,"R$0,00 ","R$0,00 ","72,73%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),8/1/2024,300 x 250,4599761447,",10869286,11238766,21268726,21725415585,22503128490,",2287,4,"R$0,00 ","R$0,00 ","62,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),8/1/2024,300 x 600,4599761447,",10869286,11238766,21268726,21725415585,22503128490,",1,0,"R$0,00 ","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),8/1/2024,300 x 250,4599761447,",10869286,11238766,21268726,21725415585,22462745544,",85,0,"R$0,00 ","R$0,00 ","56,47%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),8/1/2024,300 x 600,4599761447,",10869286,11238766,21268726,21725415585,22462745544,",3,0,"R$0,00 ","R$0,00 ","33,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),8/1/2024,970 x 250,4599761447,",10869286,11238766,21268726,21725415585,22462745544,",3,0,"R$0,00 ","R$0,00 ","33,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),8/1/2024,300 x 250,4599761447,",10869286,11238766,21268726,21814348402,22691595903,",21,0,"R$0,00 ","R$0,00 ","57,14%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),8/1/2024,300 x 250,4599761447,",10869286,11238766,21722702436,",9,1,"R$0,00 ","R$0,00 ","55,56%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),8/1/2024,300 x 250,4599761447,",10869286,11238766,21719551231,",36,0,"R$0,00 ","R$0,00 ","75,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),8/1/2024,300 x 600,4599761447,",10869286,11238766,21719551231,",1,0,"R$0,00 ","R$0,00 ","200,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),8/1/2024,970 x 250,4599761447,",10869286,11238766,21719551231,",6,0,"R$0,00 ","R$0,00 ","133,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » app (23085685547),8/1/2024,300 x 250,4599761447,",10869286,11238766,21719551231,23085685547,",3955,4,"R$0,00 ","R$0,00 ","77,55%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),8/1/2024,300 x 250,4599761447,",10869286,11238766,21719551231,21814456428,22691595906,",1,0,"R$0,00 ","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),8/1/2024,300 x 250,4599761447,",10869286,11238766,23166879722,",9063,20,"R$0,00 ","R$0,00 ","49,64%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),8/1/2024,970 x 250,4599761447,",10869286,11238766,23166879722,",36,0,"R$0,00 ","R$0,00 ","55,56%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),8/1/2024,300 x 250,4599761447,",10869286,11238766,17743246,",147,0,"R$0,00 ","R$0,00 ","67,35%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,300 x 250,4597768744,",10869286,11238766,",25,0,"R$0,00 ","R$0,00 ","68,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,300 x 600,4597768744,",10869286,11238766,",92,0,"R$0,00 ","R$0,00 ","65,22%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,320 x 50,4597768744,",10869286,11238766,",17,0,"R$0,00 ","R$0,00 ","94,12%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,728 x 90,4597768744,",10869286,11238766,",137,0,"R$0,00 ","R$0,00 ","62,77%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,970 x 250,4597768744,",10869286,11238766,",261,0,"R$0,00 ","R$0,00 ","70,50%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,970 x 90,4597768744,",10869286,11238766,",263,0,"R$0,00 ","R$0,00 ","70,34%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766),8/1/2024,Native,4597768744,",10869286,11238766,",996,2,"R$0,00 ","R$0,00 ","71,79%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),8/1/2024,300 x 100,4597768744,",10869286,11238766,22834406532,",8,0,"R$0,00 ","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),8/1/2024,320 x 100,4597768744,",10869286,11238766,22834406532,",6,0,"R$0,00 ","R$0,00 ","66,67%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL RECIFE,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),8/1/2024,320 x 50,4597768744,",10869286,11238766,22834406532,",7,0,"R$0,00 ","R$0,00 ","71,43%"
