Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida,eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,01/08/2024,300 x 250,63,1,"0,00 ","0,0","R$0,00 ","58,73%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,01/08/2024,300 x 600,5,0,"0,00 ","0,0","R$0,00 ","40,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,01/08/2024,970 x 250,36,1,"0,00 ","0,0","R$0,00 ","86,11%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,04/08/2024,300 x 600,1,1,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,04/08/2024,300 x 250,14,0,"0,00 ","0,0","R$0,00 ","57,14%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,04/08/2024,970 x 250,3,0,"0,00 ","0,0","R$0,00 ","33,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/08/2024,300 x 250,379,0,"0,00 ","0,0","R$0,00 ","57,52%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/08/2024,970 x 250,41,0,"0,00 ","0,0","R$0,00 ","75,61%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,02/08/2024,300 x 250,5,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,03/08/2024,300 x 250,2,0,"0,00 ","0,0","R$0,00 ","50,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,04/08/2024,300 x 250,44,0,"0,00 ","0,0","R$0,00 ","63,64%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,04/08/2024,300 x 600,1,0,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,04/08/2024,970 x 250,3,0,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,01/08/2024,300 x 250,35,0,"0,00 ","0,0","R$0,00 ","62,86%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,02/08/2024,300 x 250,5,0,"0,00 ","0,0","R$0,00 ","80,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,03/08/2024,300 x 250,2,0,"0,00 ","0,0","R$0,00 ","50,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Interior,04/08/2024,300 x 250,22,0,"0,00 ","0,0","R$0,00 ","59,09%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,01/08/2024,300 x 250,523,0,"0,00 ","0,0","R$0,00 ","68,64%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,01/08/2024,300 x 600,17,0,"0,00 ","0,0","R$0,00 ","88,24%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,01/08/2024,970 x 250,44,0,"0,00 ","0,0","R$0,00 ","72,73%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,02/08/2024,300 x 250,14,0,"0,00 ","0,0","R$0,00 ","50,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,03/08/2024,300 x 250,23,0,"0,00 ","0,0","R$0,00 ","65,22%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,04/08/2024,300 x 250,100,1,"0,00 ","0,0","R$0,00 ","62,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,04/08/2024,300 x 600,73,0,"0,00 ","0,0","R$0,00 ","91,78%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,01/08/2024,300 x 250,2287,4,"0,00 ","0,0","R$0,00 ","62,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,01/08/2024,300 x 600,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,02/08/2024,300 x 250,24,0,"0,00 ","0,0","R$0,00 ","66,67%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,02/08/2024,970 x 250,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,03/08/2024,300 x 250,87,0,"0,00 ","0,0","R$0,00 ","60,92%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,03/08/2024,300 x 600,1,0,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,04/08/2024,300 x 250,513,0,"0,00 ","0,0","R$0,00 ","66,08%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Social 1,04/08/2024,300 x 600,3,0,"0,00 ","0,0","R$0,00 ","33,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,01/08/2024,300 x 250,85,0,"0,00 ","0,0","R$0,00 ","56,47%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,01/08/2024,300 x 600,3,0,"0,00 ","0,0","R$0,00 ","33,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,01/08/2024,970 x 250,3,0,"0,00 ","0,0","R$0,00 ","33,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,02/08/2024,300 x 250,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,03/08/2024,300 x 250,12,0,"0,00 ","0,0","R$0,00 ","83,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,04/08/2024,300 x 250,42,0,"0,00 ","0,0","R$0,00 ","69,05%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Blog do Torcedor,04/08/2024,300 x 600,5,0,"0,00 ","0,0","R$0,00 ","60,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,01/08/2024,300 x 250,21,0,"0,00 ","0,0","R$0,00 ","57,14%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,JC Online,04/08/2024,300 x 250,11,0,"0,00 ","0,0","R$0,00 ","63,64%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,01/08/2024,300 x 250,9,1,"0,00 ","0,0","R$0,00 ","55,56%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,02/08/2024,300 x 250,1,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Portal NE10,04/08/2024,300 x 250,8,0,"0,00 ","0,0","R$0,00 ","37,50%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,01/08/2024,300 x 250,36,0,"0,00 ","0,0","R$0,00 ","75,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,01/08/2024,300 x 600,1,0,"0,00 ","0,0","R$0,00 ","200,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,01/08/2024,970 x 250,6,0,"0,00 ","0,0","R$0,00 ","133,33%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,04/08/2024,300 x 250,13,0,"0,00 ","0,0","R$0,00 ","76,92%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,04/08/2024,300 x 600,7,0,"0,00 ","0,0","R$0,00 ","85,71%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,01/08/2024,300 x 250,3955,4,"0,00 ","0,0","R$0,00 ","77,55%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,02/08/2024,300 x 250,3,0,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,03/08/2024,300 x 250,3,0,"0,00 ","0,0","R$0,00 ","100,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,04/08/2024,300 x 250,16,0,"0,00 ","0,0","R$0,00 ","68,75%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,01/08/2024,300 x 250,1,0,"0,00 ","0,0","R$0,00 ","0,00%"
( Projeto SJCC) CAMPANHA INSTITUCIONAL CARUARU,Rádio Jornal,04/08/2024,300 x 250,2,0,"0,00 ","0,0","R$0,00 ","50,00%"
